user_input,intent,source,user_input_clean,text_length,word_count,avg_word_length,exclamation_count,question_count,intent_encoded,cleaned_text,token_count,avg_token_length,has_question,has_exclamation,question_word_count,is_valid_length
 what are the flights available after 3 pm between denver and san francisco,atis_flight,atis,what are the flights available after pm between denver and san francisco,72,12,5.083333333333333,0,0,35,what be the flight available after 3 pm between denver and san francisco,13,4.615384615384615,0,0,1,1
 show me all flights from denver to burbank,atis_flight,atis,show me all flights from denver to burbank,42,8,4.375,0,0,35,show I all flight from denver to burbank,8,4.125,0,0,0,1
 how many us air flights leave from washington,atis_quantity,atis,how many us air flights leave from washington,45,8,4.75,0,0,43,how many us air flight leave from washington,8,4.625,0,0,1,1
 what ground transportation is available in dallas,atis_ground_service,atis,what ground transportation is available in dallas,49,7,6.142857142857143,0,0,40,what ground transportation be available in dallas,7,6.142857142857143,0,0,1,1
 what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,atis_flight,atis,what about the eastern airlines flights arriving in pittsburgh between and in the afternoon,91,14,5.571428571428571,0,0,35,what about the eastern airline flight arrive in pittsburgh between 12 and 4 in the afternoon,16,4.8125,0,0,1,1
 what flights leave from atlanta to boston on june twenty ninth in the afternoon,atis_flight,atis,what flights leave from atlanta to boston on june twenty ninth in the afternoon,79,14,4.714285714285714,0,0,35,what flight leave from atlanta to boston on june twenty ninth in the afternoon,14,4.642857142857143,0,0,1,1
 round trip houston to las vegas nonstop,atis_flight,atis,round trip houston to las vegas nonstop,39,7,4.714285714285714,0,0,35,round trip houston to las vegas nonstop,7,4.714285714285714,0,0,0,1
 i need to go to san diego from toronto but i want to stopover in denver,atis_flight,atis,i need to go to san diego from toronto but i want to stopover in denver,71,16,3.5,0,0,35,I need to go to san diego from toronto but I want to stopover in denver,16,3.5,0,0,0,1
 does american airlines fly from pittsburgh to atlanta,atis_flight,atis,does american airlines fly from pittsburgh to atlanta,53,8,5.75,0,0,35,do american airline fly from pittsburgh to atlanta,8,5.375,0,0,0,1
 give me the lowest fare from atlanta to denver on may seventh please,atis_airfare,atis,give me the lowest fare from atlanta to denver on may seventh please,68,13,4.307692307692308,0,0,26,give I the low fare from atlanta to denver on may seventh please,13,4.0,0,0,0,1
Can you open the pod bay door please,PodBayDoor,chatbots,can you open the pod bay door please,36,8,3.625,0,0,12,can you open the pod bay door please,8,3.625,0,0,0,1
 saturday flights from las vegas to montreal,atis_flight,atis,saturday flights from las vegas to montreal,43,7,5.285714285714286,0,0,35,saturday flight from las vegas to montreal,7,5.142857142857143,0,0,0,1
Can you prove you are self-aware please,SelfAware,chatbots,can you prove you are selfaware please,38,7,4.571428571428571,0,0,15,can you prove you be self aware please,8,3.875,0,0,0,1
 i'd like a flight from columbus to phoenix stopping in cincinnati and serving dinner what's available,atis_flight,atis,id like a flight from columbus to phoenix stopping in cincinnati and serving dinner whats available,99,16,5.25,0,0,35,I d like a flight from columbus to phoenix stop in cincinnati and serve dinner what s available,18,4.333333333333333,0,0,0,1
 tell me about flights from toronto to salt lake city leaving after 530 pm,atis_flight,atis,tell me about flights from toronto to salt lake city leaving after pm,69,13,4.384615384615385,0,0,35,tell I about flight from toronto to salt lake city leave after 530 pm,14,4.0,0,0,0,1
 i'd like to fly from atlanta to denver on august twenty ninth,atis_flight,atis,id like to fly from atlanta to denver on august twenty ninth,60,12,4.083333333333333,0,0,35,I d like to fly from atlanta to denver on august twenty ninth,13,3.769230769230769,0,0,0,1
 i'd like information on continental airlines flights from washington to philadelphia,atis_flight,atis,id like information on continental airlines flights from washington to philadelphia,83,11,6.636363636363637,0,0,35,I d like information on continental airline flight from washington to philadelphia,12,5.916666666666667,0,0,0,1
 what is the latest flight leaving newark for los angeles wednesday,atis_flight,atis,what is the latest flight leaving newark for los angeles wednesday,66,11,5.090909090909091,0,0,35,what be the late flight leave newark for los angeles wednesday,11,4.7272727272727275,0,0,1,1
 what is the cost of limousine service at logan airport,atis_ground_fare,atis,what is the cost of limousine service at logan airport,54,10,4.5,0,0,39,what be the cost of limousine service at logan airport,10,4.5,0,0,1,1
 i'm sorry i want to book a flight from atlanta to denver colorado,atis_flight,atis,im sorry i want to book a flight from atlanta to denver colorado,64,13,4.0,0,0,35,I m sorry I want to book a flight from atlanta to denver colorado,14,3.7142857142857144,0,0,0,1
 what airlines fly between san francisco and denver,atis_airline,atis,what airlines fly between san francisco and denver,50,8,5.375,0,0,28,what airline fly between san francisco and denver,8,5.25,0,0,1,1
 list all flights from boston to san francisco with the maximum number of stops,atis_flight,atis,list all flights from boston to san francisco with the maximum number of stops,78,14,4.642857142857143,0,0,35,list all flight from boston to san francisco with the maximum number of stop,14,4.5,0,0,0,1
 show me flights from los angeles to pittsburgh for tuesday,atis_flight,atis,show me flights from los angeles to pittsburgh for tuesday,58,10,4.9,0,0,35,show I flight from los angeles to pittsburgh for tuesday,10,4.7,0,0,0,1
 what are the flights from denver to baltimore on august tenth,atis_flight,atis,what are the flights from denver to baltimore on august tenth,61,11,4.636363636363637,0,0,35,what be the flight from denver to baltimore on august tenth,11,4.454545454545454,0,0,1,1
 please show me airlines with flights from denver to boston with a stopover in philadelphia,atis_airline,atis,please show me airlines with flights from denver to boston with a stopover in philadelphia,90,15,5.066666666666666,0,0,28,please show I airline with flight from denver to boston with a stopover in philadelphia,15,4.866666666666666,0,0,0,1
 need an inexpensive flight from baltimore to san francisco,atis_flight,atis,need an inexpensive flight from baltimore to san francisco,58,9,5.555555555555555,0,0,35,need an inexpensive flight from baltimore to san francisco,9,5.555555555555555,0,0,0,1
 ground transport phoenix,atis_ground_service,atis,ground transport phoenix,24,3,7.333333333333333,0,0,40,ground transport phoenix,3,7.333333333333333,0,0,0,1
 us 201,atis_flight,atis,us,2,1,2.0,0,0,35,we 201,2,2.5,0,0,0,1
Time,TimeQuery,chatbots,time,4,1,4.0,0,0,19,time,1,4.0,0,0,0,1
 what is the earliest flight from tampa to milwaukee tomorrow,atis_flight,atis,what is the earliest flight from tampa to milwaukee tomorrow,60,10,5.1,0,0,35,what be the early flight from tampa to milwaukee tomorrow,10,4.8,0,0,1,1
 show me all flights from san francisco to boston on november tenth,atis_flight,atis,show me all flights from san francisco to boston on november tenth,66,12,4.583333333333333,0,0,35,show I all flight from san francisco to boston on november tenth,12,4.416666666666667,0,0,0,1
 is there a round trip flight from atlanta to dallas via denver,atis_flight,atis,is there a round trip flight from atlanta to dallas via denver,62,12,4.25,0,0,35,be there a round trip flight from atlanta to dallas via denver,12,4.25,0,0,0,1
 how many passengers can a boeing 737 hold,atis_capacity,atis,how many passengers can a boeing hold,37,7,4.428571428571429,0,0,31,how many passenger can a boee 737 hold,8,3.875,0,0,1,1
 show me the flights from new york to los angeles with stop in milwaukee,atis_flight,atis,show me the flights from new york to los angeles with stop in milwaukee,71,14,4.142857142857143,0,0,35,show I the flight from new york to los angeles with stop in milwaukee,14,4.0,0,0,0,1
 shortest evening flight from tampa to cincinnati,atis_flight,atis,shortest evening flight from tampa to cincinnati,48,7,6.0,0,0,35,short evening flight from tampa to cincinnati,7,5.571428571428571,0,0,0,1
 show me the round trip flights between phoenix and salt lake city,atis_flight,atis,show me the round trip flights between phoenix and salt lake city,65,12,4.5,0,0,35,show I the round trip flight between phoenix and salt lake city,12,4.333333333333333,0,0,0,1
 fares and flights from denver to philadelphia,atis_airfare,atis,fares and flights from denver to philadelphia,45,7,5.571428571428571,0,0,26,fare and flight from denver to philadelphia,7,5.285714285714286,0,0,0,1
 show me the flights from atlanta to baltimore,atis_flight,atis,show me the flights from atlanta to baltimore,45,8,4.75,0,0,35,show I the flight from atlanta to baltimore,8,4.5,0,0,0,1
 i want a direct flight from oakland to boston that leaves on a wednesday,atis_flight,atis,i want a direct flight from oakland to boston that leaves on a wednesday,72,14,4.214285714285714,0,0,35,I want a direct flight from oakland to boston that leave on a wednesday,14,4.142857142857143,0,0,0,1
 morning flight from boston to philadelphia,atis_flight,atis,morning flight from boston to philadelphia,42,6,6.166666666666667,0,0,35,morning flight from boston to philadelphia,6,6.166666666666667,0,0,0,1
Great thanks! This is Bella,CourtesyGreetingResponse,chatbots,great thanks this is bella,26,5,4.4,1,0,3,great thank ! this be bella,6,3.6666666666666665,0,1,0,1
 what type of ground transportation is available at philadelphia airport,atis_ground_service,atis,what type of ground transportation is available at philadelphia airport,71,10,6.2,0,0,40,what type of ground transportation be available at philadelphia airport,10,6.2,0,0,1,1
 flights between boston and philadelphia that arrive after 2 o'clock and before 5 o'clock on tuesday,atis_flight,atis,flights between boston and philadelphia that arrive after oclock and before oclock on tuesday,93,14,5.714285714285714,0,0,35,flight between boston and philadelphia that arrive after 2 o clock and before 5 o clock on tuesday,18,4.5,0,0,0,1
